epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,9940.12,1.86509,2.10667,1.41728,0.71661,0.30122,0.30966,0.14623,1.80273,1.93236,1.40673,0.001,0.001,0.001
